#Name,Field,RA,DEC,u_mag,v_mag,g_mag,r_mag,i_mag,z_mag,y_mag,j_mag,h_mag,k_mag,lprime_mag,m_mag
J135902.1-110918,DLS 1359-11,13.9839,-11.1552,18.927,None,18.435,17.85,17.334,None,None,None,None,None,None,None
J135902.7-110838,DLS 1359-11,13.9841,-11.1441,18.437,None,17.334,16.814,16.581,16.327,None,None,None,None,None,None
J135905.0-110714,DLS 1359-11,13.9847,-11.1207,14.703,None,13.479,13.049,12.906,12.872,None,None,None,None,None,None
J135906.7-110504,DLS 1359-11,13.9852,-11.0846,18.445,None,17.294,16.82,16.599,16.582,None,None,None,None,None,None
J135907.7-110703,DLS 1359-11,13.9855,-11.1175,None,None,18.226,17.456,17.22,17.027,None,None,None,None,None,None
J135908.4-110032,DLS 1359-11,13.9857,-11.0091,18.459,None,16.304,15.48,15.188,15.034,None,None,None,None,None,None
J135908.7-110226,DLS 1359-11,13.9858,-11.0406,18.967,None,17.388,16.689,16.35,16.266,None,None,None,None,None,None
J135909.2-110420,DLS 1359-11,13.9859,-11.0723,18.071,None,16.514,15.894,15.656,15.568,None,None,None,None,None,None
J135909.7-110324,DLS 1359-11,13.986,-11.0569,18.737,None,17.949,17.388,17.172,17.061,None,None,None,None,None,None
J135910.5-105740,DLS 1359-11,13.9863,-10.9613,None,None,18.666,17.438,16.219,15.657,None,None,None,None,None,None
J135910.8-110320,DLS 1359-11,13.9863,-11.0558,17.497,None,16.294,15.873,15.765,15.706,None,None,None,None,None,None
J135912.5-110334,DLS 1359-11,13.9868,-11.0595,19.145,None,18.548,18.024,17.814,None,None,None,None,None,None,None
J135913.5-110547,DLS 1359-11,13.9871,-11.0965,None,None,17.462,16.177,15.372,14.971,None,None,None,None,None,None
J135913.8-110442,DLS 1359-11,13.9872,-11.0784,19.018,None,17.152,15.83,14.8,14.306,None,None,None,None,None,None
J135914.8-110320,DLS 1359-11,13.9875,-11.0558,17.915,None,16.738,16.291,16.183,16.072,None,None,None,None,None,None
J135915.4-110514,DLS 1359-11,13.9876,-11.0873,18.531,None,17.387,16.15,15.561,15.218,None,None,None,None,None,None
J135915.4-110606,DLS 1359-11,13.9876,-11.1019,16.33,None,15.189,14.756,14.607,14.543,None,None,None,None,None,None
J135916.3-105740,DLS 1359-11,13.9879,-10.9612,18.242,None,16.782,16.179,15.948,15.842,None,None,None,None,None,None
J135916.3-110239,DLS 1359-11,13.9879,-11.0444,None,None,18.394,17.344,16.975,16.862,None,None,None,None,None,None
J135917.1-110444,DLS 1359-11,13.9881,-11.079,15.611,None,14.253,13.761,13.607,13.544,None,None,None,None,None,None
J135917.3-105852,DLS 1359-11,13.9882,-10.9813,None,None,18.797,17.514,16.764,16.368,None,None,None,None,None,None
J135918.0-110033,DLS 1359-11,13.9883,-11.0093,15.236,None,13.985,13.551,13.412,13.363,None,None,None,None,None,None
J135922.2-110508,DLS 1359-11,13.9895,-11.0857,None,None,17.989,16.898,16.453,16.201,None,None,None,None,None,None
J135923.7-110616,DLS 1359-11,13.9899,-11.1045,None,None,17.908,17.306,17.051,16.96,None,None,None,None,None,None
J135924.0-110935,DLS 1359-11,13.99,-11.1598,18.538,None,16.599,15.893,15.629,15.541,None,None,None,None,None,None
J135925.2-110600,DLS 1359-11,13.9903,-11.1001,18.354,None,17.081,16.472,16.255,16.148,None,None,None,None,None,None
J135926.8-110415,DLS 1359-11,13.9908,-11.071,17.23,None,15.066,14.254,13.932,13.766,None,None,None,None,None,None
J135928.0-110225,DLS 1359-11,13.9911,-11.0405,15.322,None,14.159,13.748,13.615,13.585,None,None,None,None,None,None
J135930.7-110447,DLS 1359-11,13.9919,-11.0799,17.257,None,16.032,15.562,15.547,15.368,None,None,None,None,None,None
J135931.7-110737,DLS 1359-11,13.9922,-11.1272,17.466,None,16.28,15.849,15.69,15.665,None,None,None,None,None,None
J135932.1-105656,DLS 1359-11,13.9923,-10.9491,16.285,None,14.506,13.888,13.666,13.563,None,None,None,None,None,None
J135932.4-105933,DLS 1359-11,13.9923,-10.9925,17.537,None,16.357,15.916,15.757,15.676,None,None,None,None,None,None
J135933.0-110056,DLS 1359-11,13.9925,-11.0156,18.726,None,17.895,17.502,17.359,17.228,None,None,None,None,None,None
J135933.8-110559,DLS 1359-11,13.9927,-11.0998,None,None,17.997,16.86,16.38,16.156,None,None,None,None,None,None
J135934.0-110746,DLS 1359-11,13.9928,-11.1297,17.111,None,15.765,15.236,15.046,14.975,None,None,None,None,None,None
J135938.2-110950,DLS 1359-11,13.994,-11.1641,18.689,None,17.821,17.476,17.341,17.177,None,None,None,None,None,None
J135938.6-110321,DLS 1359-11,13.9941,-11.0561,16.599,None,15.053,14.482,14.278,14.188,None,None,None,None,None,None
J135938.7-110656,DLS 1359-11,13.9941,-11.1157,16.425,None,15.169,14.715,14.56,14.524,None,None,None,None,None,None
J135939.3-110723,DLS 1359-11,13.9943,-11.1231,17.421,None,16.116,15.643,15.469,15.428,None,None,None,None,None,None
J135939.4-105704,DLS 1359-11,13.9943,-10.9512,17.87,None,16.195,15.548,15.291,15.203,None,None,None,None,None,None
J135939.4-110906,DLS 1359-11,13.9943,-11.1518,19.017,None,17.87,17.163,16.864,16.778,None,None,None,None,None,None
J135941.2-105707,DLS 1359-11,13.9948,-10.952,None,None,18.409,17.985,17.562,None,None,None,None,None,None,None
J135941.5-105736,DLS 1359-11,13.9949,-10.9601,17.417,None,16.217,15.73,15.527,15.449,None,None,None,None,None,None
J135941.6-110614,DLS 1359-11,13.9949,-11.104,None,None,17.206,15.944,15.035,14.592,None,None,None,None,None,None
J135942.6-110127,DLS 1359-11,13.9952,-11.0243,None,None,18.602,17.177,15.916,15.313,None,None,None,None,None,None
J135943.6-110429,DLS 1359-11,13.9954,-11.0748,None,None,17.975,16.751,15.459,14.89,None,None,None,None,None,None
J135943.6-110809,DLS 1359-11,13.9955,-11.1361,None,None,17.984,16.717,15.711,15.23,None,None,None,None,None,None
J135943.7-110602,DLS 1359-11,13.9955,-11.1008,18.52,None,16.311,15.413,15.089,14.935,None,None,None,None,None,None
J135943.7-110919,DLS 1359-11,13.9955,-11.1554,19.237,None,17.296,16.463,16.138,15.949,None,None,None,None,None,None
J135945.2-110112,DLS 1359-11,13.9959,-11.0201,17.033,None,16.166,15.892,15.756,15.712,None,None,None,None,None,None
J135945.3-110115,DLS 1359-11,13.9959,-11.021,None,None,16.148,15.875,15.739,None,None,None,None,None,None,None
J135945.7-110139,DLS 1359-11,13.996,-11.0276,None,None,18.177,17.35,16.834,16.553,None,None,None,None,None,None
J135946.2-110941,DLS 1359-11,13.9962,-11.1615,18.859,None,17.161,16.089,15.438,15.14,None,None,None,None,None,None
J135946.7-105732,DLS 1359-11,13.9963,-10.9589,17.258,None,16.071,15.633,15.399,15.345,None,None,None,None,None,None
J161817.5-150543,SA_132-A,16.3049,-15.0953,17.046,None,14.258,13.034,12.44,12.076,None,None,None,None,None,None
J161818.6-151045,SA_132-A,16.3052,-15.1793,16.675,None,14.436,13.503,13.122,12.893,None,None,None,None,None,None
J161824.9-151252,SA_132-A,16.3069,-15.2147,18.123,None,15.944,15.081,14.675,14.486,None,None,None,None,None,None
J161826.9-151402,SA_132-A,16.3075,-15.2339,16.825,None,14.893,14.041,13.642,13.403,None,None,None,None,None,None
J161828.3-151430,SA_132-A,16.3079,-15.2419,17.606,None,15.77,15.017,14.72,14.564,None,None,None,None,None,None
J161829.2-150701,SA_132-A,16.3081,-15.1171,17.621,None,15.704,14.791,14.343,14.036,None,None,None,None,None,None
J161829.7-151210,SA_132-A,16.3083,-15.2028,16.746,None,14.97,14.232,13.905,13.71,None,None,None,None,None,None
J161830.9-150441,SA_132-A,16.3086,-15.0781,18.367,None,16.679,15.753,15.396,15.022,None,None,None,None,None,None
J161832.0-151242,SA_132-A,16.3089,-15.2118,13.726,None,12.336,11.887,11.717,11.639,None,None,None,None,None,None
J161833.0-151333,SA_132-A,16.3092,-15.2261,16.255,None,14.046,13.177,12.834,12.638,None,None,None,None,None,None
J161833.9-151412,SA_132-A,16.3094,-15.2368,17.987,None,16.229,15.423,14.98,14.709,None,None,None,None,None,None
J161835.5-150838,SA_132-A,16.3099,-15.1441,16.424,None,13.576,12.301,11.639,11.306,None,None,None,None,None,None
J161837.1-150850,SA_132-A,16.3103,-15.1474,15.503,None,11.665,10.097,8.701,7.977,None,None,None,None,None,None
J161839.2-151148,SA_132-A,16.3109,-15.1968,16.657,None,15.221,14.619,14.391,14.24,None,None,None,None,None,None
J161839.4-150951,SA_132-A,16.311,-15.1642,18.527,None,16.26,15.286,14.848,14.582,None,None,None,None,None,None
J161840.8-150927,SA_132-A,16.3114,-15.1577,16.664,None,13.947,12.86,12.393,12.098,None,None,None,None,None,None
J161841.6-151443,SA_132-A,16.3116,-15.2453,17.788,None,15.236,14.192,13.693,13.39,None,None,None,None,None,None
J161841.7-150706,SA_132-A,16.3116,-15.1185,17.142,None,14.996,14.006,13.552,13.258,None,None,None,None,None,None
J161843.0-151127,SA_132-A,16.312,-15.1909,17.776,None,16.028,15.351,15.072,14.808,None,None,None,None,None,None
J161843.1-150847,SA_132-A,16.312,-15.1466,16.994,None,15.089,14.283,13.92,13.704,None,None,None,None,None,None
J161843.7-150523,SA_132-A,16.3122,-15.0898,None,None,16.495,15.186,14.595,14.173,None,None,None,None,None,None
J161844.4-150953,SA_132-A,16.3124,-15.1649,13.499,None,11.859,11.195,10.943,10.809,None,None,None,None,None,None
J161844.7-150621,SA_132-A,16.3124,-15.106,16.254,None,14.346,13.518,13.168,12.945,None,None,None,None,None,None
J161848.0-150853,SA_132-A,16.3133,-15.1482,15.971,None,14.312,13.604,13.294,13.131,None,None,None,None,None,None
J161848.5-151317,SA_132-A,16.3135,-15.2214,16.517,None,15.095,14.896,14.864,14.733,None,None,None,None,None,None
J161849.2-150743,SA_132-A,16.3137,-15.1288,15.56,None,14.258,14.138,14.158,14.141,None,None,None,None,None,None
J161850.0-151430,SA_132-A,16.3139,-15.2419,16.683,None,14.959,14.204,13.919,13.723,None,None,None,None,None,None
J161850.5-150631,SA_132-A,16.3141,-15.1087,17.337,None,14.742,13.607,13.113,12.777,None,None,None,None,None,None
J161851.5-151212,SA_132-A,16.3143,-15.2035,15.481,None,14.037,13.502,13.288,13.167,None,None,None,None,None,None
J161851.6-151616,SA_132-A,16.3144,-15.2712,17.185,None,15.142,14.187,13.745,13.463,None,None,None,None,None,None
J161851.7-151609,SA_132-A,16.3144,-15.2693,17.312,None,15.371,14.45,14.089,13.864,None,None,None,None,None,None
J161851.7-151621,SA_132-A,16.3144,-15.2725,None,None,15.353,14.413,13.913,13.632,None,None,None,None,None,None
J161852.8-151117,SA_132-A,16.3147,-15.1882,18.484,None,16.172,15.119,14.721,14.445,None,None,None,None,None,None
J161853.3-150536,SA_132-A,16.3148,-15.0936,18.66,None,16.268,15.17,14.627,14.304,None,None,None,None,None,None
J161853.4-151329,SA_132-A,16.3148,-15.2249,17.796,None,14.69,13.525,13.069,12.765,None,None,None,None,None,None
J161853.7-150502,SA_132-A,16.3149,-15.0839,17.511,None,15.407,14.427,13.96,13.655,None,None,None,None,None,None
J161856.5-150829,SA_132-A,16.3157,-15.1414,17.613,None,15.508,14.515,14.071,13.693,None,None,None,None,None,None
J161859.6-150713,SA_132-A,16.3166,-15.1203,14.492,None,12.969,12.345,12.086,11.941,None,None,None,None,None,None
J161900.4-150639,SA_132-A,16.3168,-15.1109,17.687,None,16.104,15.363,15.043,14.742,None,None,None,None,None,None
J161902.8-151546,SA_132-A,16.3174,-15.2629,16.933,None,15.577,14.895,14.626,14.444,None,None,None,None,None,None
J161903.4-151434,SA_132-A,16.3176,-15.2428,16.771,None,14.802,13.962,13.552,13.355,None,None,None,None,None,None
J161903.6-151223,SA_132-A,16.3177,-15.2066,17.205,None,15.583,14.865,14.606,14.482,None,None,None,None,None,None
J161904.2-151431,SA_132-A,16.3179,-15.242,16.978,None,15.598,14.925,14.614,14.493,None,None,None,None,None,None
J161906.1-151146,SA_132-A,16.3184,-15.1962,17.534,None,15.336,14.423,14.036,13.826,None,None,None,None,None,None
J161908.2-150729,SA_132-A,16.319,-15.1248,16.383,None,13.678,12.636,12.16,11.874,None,None,None,None,None,None
J161908.9-150337,SA_132-A,16.3191,-15.0605,14.152,None,12.744,12.246,11.977,11.862,None,None,None,None,None,None
J161909.0-151512,SA_132-A,16.3192,-15.2535,16.858,None,15.156,14.404,14.072,13.886,None,None,None,None,None,None
J161909.2-151507,SA_132-A,16.3192,-15.2521,16.961,None,15.222,14.507,14.166,14.012,None,None,None,None,None,None
J161909.3-150852,SA_132-A,16.3193,-15.148,15.936,None,14.356,13.662,13.34,13.158,None,None,None,None,None,None
J163524.0+094749,PG1633+099,16.59001,9.79719,14.073,None,14.202,14.588,14.912,15.167,None,None,None,None,None,None
J163525.9+094753,PG1633+099,16.59055,9.79808,17.245,None,15.673,14.986,14.686,14.541,None,None,None,None,None,None
J163533.3+094620,PG1633+099,16.59258,9.77239,15.956,None,13.475,12.612,12.326,12.168,None,None,None,None,None,None
J163537.2+094615,PG1633+099,16.59369,9.77100,16.387,None,13.761,12.851,12.542,12.367,None,None,None,None,None,None
J163540.0+094641,PG1633+099,16.59447,9.77819,15.066,None,13.910,13.552,13.441,13.416,None,None,None,None,None,None
J163545.0+094924,PG1633+099,16.59586,9.82350,15.169,None,13.500,12.855,12.608,12.485,None,None,None,None,None,None
J163536.7+094940,PG1633+099,16.59353,9.82789,15.774,None,14.176,13.487,13.169,13.001,None,None,None,None,None,None
J163532.3+095030,PG1633+099,16.59232,9.84178,15.395,None,14.065,13.554,13.369,13.290,None,None,None,None,None,None
J163543.8+094909,PG1633+099,16.59552,9.81928,17.287,None,16.097,15.631,15.477,15.411,None,None,None,None,None,None
J163543.5+095006,PG1633+099,16.59544,9.83519,17.364,None,15.934,15.411,15.239,15.168,None,None,None,None,None,None
J195957.6-300452,200000-300000,19.999339,-30.08128,None,None,18.267,17.838,17.554,None,None,None,None,None,None,None
J200005.0-300543,200000-300000,20.001406,-30.09550,None,None,17.044,16.487,16.275,16.197,None,None,None,None,None,None
J200007.1-300314,200000-300000,20.001992,-30.05408,None,None,14.733,14.201,14.036,13.978,None,None,None,None,None,None
J200008.1-300445,200000-300000,20.002256,-30.07928,None,None,17.367,16.931,16.733,16.719,None,None,None,None,None,None
J200017.6-300238,200000-300000,20.004892,-30.04408,None,None,17.951,17.163,16.929,16.730,None,None,None,None,None,None
J200018.8-300415,200000-300000,20.005233,-30.07089,None,None,17.460,16.862,16.580,16.456,None,None,None,None,None,None
J200018.8-300206,200000-300000,20.005247,-30.03519,None,None,17.437,16.581,16.274,16.120,None,None,None,None,None,None
M13-A14,27,16.6782,36.3534,None,None,None,None,None,None,13.76,13.47,13.199,13.135,None,None
M3-193,23,13.6954,28.4971,None,None,None,None,None,None,13.358,12.99,12.488,12.397,None,None
M67-I-48,15,8.85161,11.7297,None,None,None,None,13.2,13.03,None,12.722,12.423,12.359,None,None
M67-IV-27,17,8.85536,11.8696,None,None,None,None,None,None,None,12.668,12.363,12.29,None,None
M67-IV-8,16,8.85417,11.8226,None,None,None,None,13.38,None,13.197,12.968,12.702,12.65,None,None
MARK_A,MarkA,20.7331,-10.7949,12.63186,13.258,13.05732,13.48448,13.797,14.0482,None,None,None,None,None,None
MARK_A1,MarkA,20.7329,-10.7866,17.27124,15.911,16.16986,15.76304,15.5875,15.515,None,None,None,None,None,None
MARK_A2,MarkA,20.7319,-10.7586,16.07732,14.54,14.82964,14.36696,14.1934,14.1222,None,None,None,None,None,None
MARK_A3,MarkA,20.7344,-10.7601,17.24035,14.818,15.25452,14.52528,14.2155,14.054,None,None,None,None,None,None
P576-F,P576F,20.879824,6.66792,None,None,None,None,None,None,12.473,None,None,None,None,None
PG0231+051,PG0231+051,2.56149,5.31219,15.39198,16.105,15.85734,16.36976,16.9233,17.3345,None,None,None,None,None,None
PG0231+051A,PG0231+051,2.56114,5.29522,14.5645,12.772,13.0854,12.5796,12.3835,12.2974,None,None,None,None,None,None
PG0231+051B,PG0231+051,2.56264,5.29275,18.35178,14.735,15.44692,14.21788,13.4298,12.9511,None,None,None,None,None,None
PG0231+051C,PG0231+051,2.5634,5.34111,15.26596,13.702,13.99434,13.52676,13.3395,13.2592,None,None,None,None,None,None
PG0231+051D,PG0231+051,2.5594,5.32578,17.0557,14.027,14.54452,13.66828,13.284,13.0731,None,None,None,None,None,None
PG0231+051E,PG0231+051,2.55803,5.33017,15.48691,13.804,14.09958,13.62612,13.4545,13.3847,None,None,None,None,None,None
PG0918+029,PG0918+029,9.35784,2.76728,12.79293,13.327,13.11066,13.56624,13.9121,14.1854,None,None,None,None,None,None
PG0918+029A,PG0918+029,9.35975,2.77208,15.78688,14.49,14.70944,14.37416,14.2349,14.1865,None,None,None,None,None,None
PG0918+029B,PG0918+029,9.35914,2.79975,15.91288,13.963,14.3061,13.7464,13.5738,13.5033,None,None,None,None,None,None
PG0918+029C,PG0918+029,9.36175,2.77697,15.04345,13.537,13.80774,13.37936,13.2195,13.1574,None,None,None,None,None,None
PG0918+029D,PG0918+029,9.35609,2.79119,14.97769,12.272,12.76576,11.93264,11.5983,11.4206,None,None,None,None,None,None
PG0942-029,PG0942-029,9.75329,-3.15586,13.33249,14.004,13.77524,14.25336,14.5894,14.8562,None,None,None,None,None,None
PG0942-029A,PG0942-029,9.75275,-3.17064,16.65469,14.731,15.08382,14.50648,14.229,14.089,None,None,None,None,None,None
PG0942-029B,PG0942-029,9.75322,-3.11617,15.55455,14.108,14.3215,13.997,13.8607,13.8142,None,None,None,None,None,None
PG0942-029C,PG0942-029,9.754,-3.11119,16.92235,14.989,15.31158,14.78912,14.6106,14.5362,None,None,None,None,None,None
PG0942-029D,PG0942-029,9.7524,-3.09847,15.23313,13.707,13.94156,13.57884,13.4327,13.3798,None,None,None,None,None,None
PG1047+003,PG1047+003,10.8341,-0.01025,12.87647,13.474,13.2474,13.7216,14.0704,14.3457,None,None,None,None,None,None
PG1047+003A,PG1047+003,10.8349,-0.0198056,15.15696,13.512,13.81352,13.32928,13.1096,13.0079,None,None,None,None,None,None
PG1047+003B,PG1047+003,10.8355,-0.0345556,16.39642,14.751,15.04766,14.57224,14.3987,14.3275,None,None,None,None,None,None
PG1047+003C,PG1047+003,10.8371,-0.00897222,13.80551,12.453,12.71078,12.30592,12.1451,12.0824,None,None,None,None,None,None
PG1323-086,PG1323-086,13.4276,-8.82192,13.54967,13.481,13.3354,13.6626,13.929,14.1497,None,None,None,None,None,None
PG1323-086A,PG1323-086,13.4305,-8.83981,14.82795,13.591,13.73322,13.53808,13.4811,13.4873,None,None,None,None,None,None
PG1323-086B,PG1323-086,13.4307,-8.84831,15.21939,13.406,13.74694,13.19116,12.9823,12.8877,None,None,None,None,None,None
PG1323-086C,PG1323-086,13.4306,-8.81067,15.76063,14.003,14.31478,13.81192,13.6462,13.5802,None,None,None,None,None,None
PG1323-086D,PG1323-086,13.4348,-8.84319,13.45363,12.08,12.32698,11.94172,11.8034,11.7557,None,None,None,None,None,None
PG2213-006,PG2213-006,22.2745,-0.35375,13.56057,14.124,13.93682,14.33948,14.6373,14.8788,None,None,None,None,None,None
PG2213-006A,PG2213-006,22.2731,-0.3575,15.72442,14.178,14.47142,14.00188,13.7969,13.705,None,None,None,None,None,None
PG2213-006B,PG2213-006,22.2727,-0.363472,14.55547,12.706,13.04046,12.49644,12.2925,12.2012,None,None,None,None,None,None
PG2213-006C,PG2213-006,22.2716,-0.370639,16.78375,15.109,15.42834,14.91176,14.7058,14.6132,None,None,None,None,None,None
PG2331+055,PG2331,23.562354,5.77770,None,None,15.0301,15.3009,15.5451,15.7632,15.308,None,None,None,None,None
RU_149,RU149,7.404,-0.551139,13.81027,13.866,13.72634,14.04276,14.2994,14.5136,14.091,14.128,14.164,14.214,None,None
RU_149A,RU149,7.40367,-0.548056,15.86286,14.495,14.58592,14.48388,14.4818,14.5244,None,None,None,None,None,None
RU_149B,RU149,7.40488,-0.551722,14.25031,12.642,12.92948,12.47072,12.3138,12.2537,None,None,None,None,None,None
RU_149C,RU149,7.40481,-0.540528,15.76783,14.425,14.4603,14.4592,14.5247,14.6122,None,None,None,None,None,None
RU_149D,RU149,7.40427,-0.546611,12.12831,11.48,11.39002,11.61628,11.7984,11.9632,11.402,None,None,None,None,None
RU_149E,RU149,7.40511,-0.521833,15.04057,13.718,13.92988,13.60832,13.4906,13.4565,None,None,None,None,None,None
RU_149F,RU149,7.40391,-0.527417,16.48635,13.471,14.0031,13.1004,12.7632,12.5835,None,None,None,None,None,None
RU_149G,RU149,7.40331,-0.532806,14.21503,12.829,13.05114,12.71096,12.5854,12.5461,None,None,None,None,None,None
RU_152,RU152,7.49958,-2.11042,12.53431,13.014,12.8414,13.2176,13.4929,13.7194,None,None,None,None,None,None
RU_152A,RU152,7.50013,-2.10628,15.57117,14.341,14.56422,14.22208,14.0897,14.0458,None,None,None,None,None,None
RU_152B,RU152,7.49979,-2.09928,16.36826,15.019,15.219,14.919,14.8062,14.7753,None,None,None,None,None,None
RU_152C,RU152,7.50071,-2.09428,13.56413,12.222,12.46142,12.08988,11.9467,11.8957,None,None,None,None,None,None
RU_152D,RU152,7.50169,-2.07708,13.25153,11.076,11.4785,10.811,10.561,10.4391,None,None,None,None,None,None
RU_152E,RU152,7.4984,-2.09189,13.3203,12.362,12.31468,12.46352,12.6202,12.7681,None,None,None,None,None,None
RU_152F,RU152,7.49826,-2.08106,16.04867,14.564,14.8369,14.4046,14.2859,14.2512,None,None,None,None,None,None
S868-G,136,14.9922,-0.104722,None,None,None,None,None,None,None,12.531,12.014,11.893,None,None
SA114-750,30,22.6958,1.21014,None,None,None,None,11.93,11.84,11.891,11.936,11.975,12.013,None,None
SA92-342,2,0.919425,0.720306,None,None,None,None,10.98,10.87,None,10.699,10.495,10.47,10.44,None
SA93-317,4,1.91047,0.716806,None,None,None,None,10.85,10.73,None,10.538,10.304,10.266,None,None
SA94-242,7,2.95589,0.310611,None,None,None,None,11.29,11.18,None,11.076,10.961,10.933,None,None
SA96-83,11,4.88303,-0.244889,None,None,None,None,11.48,11.35,11.378,11.329,11.264,11.241,None,None
SA97-249,13,5.95211,0.0198333,None,None,None,None,10.87,10.75,None,10.471,10.176,10.126,10.1,None
Ser-EC68,143,18.4983,1.22497,None,None,None,None,None,None,19.041,16.495,14.269,12.923,None,None
Ser-EC84,144,18.4991,1.21308,None,None,None,None,None,None,None,14.997,12.555,11.009,None,None
b216-b5,115,4.38838,26.6879,None,None,None,None,None,None,None,12.501,10.976,10.073,None,None
b216-b7,116,4.39727,26.6688,None,None,None,None,None,None,14.068,12.775,11.532,10.928,None,None
b216-b9,117,4.39906,26.6106,None,None,None,None,13.55,12.78,None,11.495,10.56,10.045,9.75,None
fs2-03,107,1.90282,45.8439,None,None,None,None,None,None,None,10.466,10.256,10.224,10.18,None
fs2-04,108,3.0194,46.9799,None,None,None,None,None,None,None,10.056,9.765,9.713,9.65,None
fs2-05,111,3.68571,33.1599,None,None,None,None,None,None,None,10.618,10.361,10.275,10.23,None
fs2-22,150,20.6023,49.6399,None,None,None,None,None,None,None,10.133,9.985,9.941,9.91,None
fs2-27,155,23.83,34.2181,None,None,None,None,None,None,None,9.964,9.472,9.383,9.32,None
fs2-29,101,0.228772,30.6333,None,None,None,None,None,None,None,10.54,10.405,10.366,10.34,None
fs2-53,119,5.04929,-1.7785,None,None,None,None,None,None,None,9.857,9.818,9.81,9.8,None
g-129,109,3.22338,18.8273,None,None,None,None,None,None,None,11.435,10.983,10.813,10.5,None
lhs216,120,6.23373,15.1662,None,None,None,None,None,None,None,11.299,10.855,10.603,None,None
lhs2347,128,11.0862,7.11353,None,None,None,None,14.66,None,None,12.985,12.421,12.046,None,None
lhs2397a,129,11.3636,-13.2189,None,None,None,None,14.2,None,None,11.792,11.173,10.639,10.03,None
lhs254,124,8.9035,-8.08417,None,None,None,None,12.94,12.28,None,11.467,11.085,10.727,None,None
lhs2924,134,14.4787,33.1782,None,None,None,None,None,None,None,11.885,11.251,10.721,10.1,None
p117-f,113,4.00391,53.1774,None,None,None,None,None,None,None,12.915,12.559,12.443,None,None
p137-f,139,16.5647,54.4728,None,None,None,None,None,None,None,12.671,12.228,12.126,None,None
p152-f,106,1.82971,48.6314,None,None,None,None,13.34,13.05,None,12.466,11.877,11.752,None,None
p161-d,122,7.01445,48.49,None,None,None,None,None,None,None,11.668,11.393,11.347,None,None
p172-e,133,13.2647,46.1102,None,None,None,None,None,None,None,12.33,11.971,11.909,None,None
p194-r,104,1.08317,41.1086,None,None,None,None,None,None,None,10.503,10.414,10.395,10.36,None
p212-c,127,10.1081,41.0241,None,None,None,None,12.33,None,None,11.969,11.727,11.685,None,None
p230-a,147,19.032,42.4888,None,None,None,None,None,None,None,9.868,9.839,9.834,9.84,None
p241-g,103,0.608222,37.7151,None,None,None,None,None,None,12.715,12.342,11.84,11.724,None,None
p259-c,125,9.05572,34.3511,None,None,None,None,None,None,11.042,10.797,10.423,10.355,10.33,None
p264-f,130,11.4155,34.744,None,None,None,None,None,None,None,12.98,12.402,12.262,None,None
p266-c,131,12.2404,35.5988,None,None,None,None,11.96,None,None,11.617,11.362,11.324,None,None
p275-a,138,16.4685,34.9801,None,None,None,None,None,None,10.459,10.391,10.391,10.416,10.44,None
p280-u,146,18.9011,37.1218,None,None,None,None,None,None,None,10.708,10.209,10.12,None,None
p338-c,149,20.0109,29.9778,None,None,None,None,None,None,None,10.073,10.061,10.061,10.06,None
p340-h,151,21.0708,30.5059,None,None,None,None,None,None,12.449,12.211,11.946,11.865,None,None
p389-d,141,17.8164,23.2955,None,None,None,None,None,None,None,11.152,10.853,10.785,None,None
p460-e,152,22.4545,19.2831,None,None,None,None,None,None,None,11.648,11.13,11.048,None,None
p486-r,123,8.8533,11.756,None,None,None,None,10.05,10.01,None,10.126,10.158,10.203,10.25,None
p487-f,126,9.32187,10.9317,None,None,None,None,None,None,None,12.304,11.772,11.636,None,None
p525-e,102,0.407917,7.81669,None,None,None,None,None,None,None,11.583,11.273,11.2,None,None
p527-f,105,1.31894,7.56986,None,None,None,None,None,None,None,11.526,11.07,10.961,None,None
p533-d,110,3.68395,6.93775,None,None,None,None,None,None,None,11.703,11.406,11.321,None,None
p565-c,137,16.4452,5.87231,None,None,None,None,None,None,None,12.14,11.893,11.838,None,None
s587-t,140,17.223,-18.8927,None,None,None,None,None,None,None,10.775,10.43,10.369,10.34,None
s618-d,112,3.79464,-15.2207,None,None,None,None,None,None,None,11.182,10.919,10.855,None,None
s772-g,121,6.99634,-4.90922,None,None,None,None,12.82,12.53,12.464,11.984,11.436,11.307,None,None
s810-a,148,19.6899,-3.84892,None,None,None,None,None,None,None,9.437,9.423,9.438,9.46,None
s820-e,153,23.0422,-3.98142,None,None,None,None,None,None,None,11.603,11.029,10.89,None,None
s860-d,132,12.3609,-0.120361,None,None,None,None,12.59,12.44,12.37,12.159,11.879,11.835,None,None
s867-v,135,14.6828,-0.462944,None,None,None,None,None,None,None,11.965,11.669,11.604,None,None
s893-d,154,23.3028,0.548778,None,None,None,None,None,None,None,11.373,11.098,11.05,None,None
J359.8379+11.1145,0h,23.989194,11.11454,None,None,17.8789,17.4432,17.3255,17.2487,None,None,None,None,None,None
J359.8473+11.1077,0h,23.989822,11.10774,None,None,17.7149,16.8366,16.5454,16.3627,None,None,None,None,None,None
J359.8596+11.1716,0h,23.990637,11.17161,None,None,17.6680,17.1822,17.0353,16.9664,None,None,None,None,None,None
J359.8614+11.1671,0h,23.990758,11.16707,None,None,17.7086,16.3010,15.6650,15.2872,None,None,None,None,None,None
